-5,22.5547959392623
-4.95,22.6489168153936
-4.9,22.6747766189396
-4.85,22.6348218985876
-4.8,22.5316374670684
-4.75,22.3679333250391
-4.7,22.1465314778666
-4.65,21.8703526949864
-4.6,21.5424032607854
-4.55,21.1657617650725
-4.5,20.7435659801567
-4.45,20.278999870354
-4.4,19.7752807784061
-4.35,19.2356468318091
-4.3,18.6633446104413
-4.25,18.0616171151374
-4.2,17.4336920750066
-4.15,16.7827706293261
-4.1,16.1120164177791
-4.05,15.4245451106542
-4,14.7234144083813
-3.95,14.0116145374738
-3.9,13.2920592675688
-3.85,12.5675774718278
-3.8,11.8409052504876
-3.75,11.1146786348376
-3.7,10.3914268863658
-3.65,9.67356640326193
-3.6,8.96339524390421
-3.55,8.26308827440159
-3.5,7.57469294471563
-3.45,6.90012569536243
-3.4,6.24116899420034
-3.35,5.5994690003542
-3.3,4.97653384991923
-3.25,4.37373255573605
-3.2,3.79229451124163
-3.15,3.23330958618526
-3.1,2.69772879986324
-3.05,2.18636555547689
-3,1.69989741726253
-2.95,1.2388684101861
-2.9,0.80369182024422
-2.85,0.39465347177399
-2.8,0.0119154566499469
-2.75,-0.344479711156483
-2.7,-0.674604543458557
-2.65,-0.978641657130743
-2.6,-1.25687851475384
-2.55,-1.50970185748787
-2.5,-1.73759186178239
-2.45,-1.94111605214646
-2.4,-2.12092300267564
-2.35,-2.27773586036959
-2.3,-2.41234572347125
-2.25,-2.52560490811894
-2.2,-2.61842013652506
-2.15,-2.69174567968347
-2.1,-2.74657648726183
-2.05,-2.7839413368595
-2,-2.80489603420844
-1.95,-2.8105166951672
-1.9,-2.80189313951091
-1.85,-2.78012242555761
-1.8,-2.7463025535978
-1.75,-2.70152636491482
-1.7,-2.64687566190524
-1.65,-2.58341557343468
-1.6,-2.51218918810419
-1.55,-2.43421247655972
-1.5,-2.35046952236068
-1.45,-2.26190807923921
-1.4,-2.16943547083772
-1.35,-2.07391484721469
-1.3,-1.97616181056702
-1.25,-1.87694142073719
-1.2,-1.77696558916481
-1.15,-1.67689086801132
-1.1,-1.57731663924247
-1.05,-1.47878370650372
-1,-1.38177329067604
-0.95,-1.2867064280631
-0.899999999999999,-1.19394376824186
-0.85,-1.1037857667161
-0.8,-1.01647326565343
-0.75,-0.932188454168491
-0.7,-0.851056197845611
-0.649999999999999,-0.773145725480362
-0.6,-0.698472659368019
-0.55,-0.627001373884252
-0.5,-0.558647665596237
-0.45,-0.493281716716229
-0.399999999999999,-0.430731332370538
-0.35,-0.370785430909875
-0.3,-0.313197765337202
-0.25,-0.257690852881069
-0.199999999999999,-0.20396008880005
-0.149999999999999,-0.151678019671062
-0.0999999999999996,-0.100498750694271
-0.0499999999999998,-0.0500624609429248
8.88178419700125e-16,8.88178419700125e-16
0.0500000000000007,0.0500624609429257
0.100000000000001,0.100498750694271
0.15,0.151678019671063
0.200000000000001,0.203960088800052
0.250000000000001,0.25769085288107
0.300000000000001,0.313197765337203
0.350000000000001,0.370785430909876
0.400000000000001,0.43073133237054
0.450000000000001,0.49328171671623
0.500000000000001,0.558647665596238
0.550000000000001,0.627001373884254
0.600000000000001,0.69847265936802
0.650000000000001,0.773145725480365
0.700000000000001,0.851056197845612
0.750000000000001,0.932188454168493
0.800000000000001,1.01647326565343
0.850000000000001,1.1037857667161
0.900000000000001,1.19394376824186
0.950000000000001,1.2867064280631
1,1.38177329067604
1.05,1.47878370650372
1.1,1.57731663924247
1.15,1.67689086801132
1.2,1.77696558916482
1.25,1.87694142073719
1.3,1.97616181056702
1.35,2.07391484721469
1.4,2.16943547083772
1.45,2.26190807923921
1.5,2.35046952236068
1.55,2.43421247655972
1.6,2.51218918810419
1.65,2.58341557343468
1.7,2.64687566190524
1.75,2.70152636491482
1.8,2.7463025535978
1.85,2.78012242555762
1.9,2.80189313951091
1.95,2.8105166951672
2,2.80489603420844
2.05,2.7839413368595
2.1,2.74657648726183
2.15,2.69174567968347
2.2,2.61842013652505
2.25,2.52560490811894
2.3,2.41234572347125
2.35,2.27773586036958
2.4,2.12092300267564
2.45,1.94111605214645
2.5,1.73759186178239
2.55,1.50970185748787
2.6,1.25687851475383
2.65,0.978641657130738
2.7,0.674604543458548
2.75,0.344479711156478
2.8,-0.0119154566499566
2.85,-0.394653471773998
2.9,-0.803691820244227
2.95,-1.23886841018611
3,-1.69989741726254
3.05,-2.1863655554769
3.1,-2.69772879986325
3.15,-3.23330958618527
3.2,-3.79229451124164
3.25,-4.37373255573606
3.3,-4.97653384991924
3.35,-5.59946900035422
3.4,-6.24116899420035
3.45,-6.90012569536244
3.5,-7.57469294471564
3.55,-8.2630882744016
3.6,-8.96339524390423
3.65,-9.67356640326195
3.7,-10.3914268863658
3.75,-11.1146786348376
3.8,-11.8409052504877
3.85,-12.5675774718279
3.9,-13.2920592675688
3.95,-14.0116145374738
4,-14.7234144083813
4.05,-15.4245451106543
4.1,-16.1120164177792
4.15,-16.7827706293261
4.2,-17.4336920750066
4.25,-18.0616171151374
4.3,-18.6633446104413
4.35,-19.2356468318091
4.4,-19.7752807784061
4.45,-20.278999870354
4.5,-20.7435659801567
4.55,-21.1657617650725
4.6,-21.5424032607854
4.65,-21.8703526949864
4.7,-22.1465314778666
4.75,-22.3679333250391
4.8,-22.5316374670684
4.85,-22.6348218985876
4.9,-22.6747766189396
4.95,-22.6489168153936
